age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative,weight,lv_index,lv_weight
65 or older,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_2ef9a1eb259fc5b77f2428ea6a40eb06127c2ac99957c27a80a201d4,"Between $50,000 and $74,999","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.4422758015598429,0.83,0.49365318306379485
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Don't know,Can't be too careful,wick_0c2740a413f5e0c858f2bfefd88c1c4510a4d884f1e51b0a496e5e81,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.056366066902336816,0.83,0.06291388370105172
55-64,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Don't know,wick_2625c2fc66b29b67846efc185d315bb6d44e736a781a813215a8dbd1,"Between $15,000 and $49,999",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.26577719706374897,0.83,0.2966514533545889
65 or older,Yes,Completed graduate school,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_4dd75a4f115a1de8883fbd0e0acf5d1e93af0d77ad5eea370449588e,"Between $75,000 and $99,999","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.22211754919597765,0.83,0.2479200417210417
35-54,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_3b4bee6130b492e966cbb4ea557e31f285d18eb1a05922d780f96314,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.787836914132806,0.83,0.8793567249783031
65 or older,Yes,Graduated from high school,Less enthusiastic,Don't know,Male,Inspired word,Don't know,Can trust,wick_d547942f841c556c986f2c1fb945fce67fb7e13f16979ef2d19035ed,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.3680309559763346,0.83,1.526949549502194
18-34,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Don't know,Can't be too careful,wick_ae01778e0433aae5880760455a9386194ba01b7121591d3d85b3cace,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,IVR,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.085525873678451,0.83,1.211627000504044
65 or older,No,Completed graduate school,Less enthusiastic,Don't know,Female,Word of God,Disagree,Can trust,wick_e489edbbf4444b719c73e82d6f514d4f4150e37717a9bd6ffe311665,"Between $15,000 and $49,999","Fulton County, GA",Already voted,"White, not Hispanic",Joe Biden,No,IVR,Did not vote,Joe Biden,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.035760272617330294,0.83,0.039914398080369694
65 or older,Unsure,"Some college, no degree",About the same,Don't know,Male,I don't know,Don't know,Can't be too careful,wick_e4a9a487acda50fa70ecbccf8091858d24831b806d18ae5918d4061b,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Don't know,No,IVR,Hillary Clinton,Donald Trump,Early vote in person,Undecided,Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.525124131770953,0.83,0.5861256669211352
65 or older,No,Graduated from college,More enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_9e40285eeeceb489bdd342d3a81665ae1b785f7520151e09cdfcd0ca,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.1908504232022579,0.83,0.21302074083770364
65 or older,No,Graduated from high school,More enthusiastic,Agree,Female,I don't know,Agree,Can't be too careful,wick_9494582a6d3af6c5df70127bcc42a1a8ed12cf919a0d2bc758060b4e,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7592465375116796,0.83,0.8474451205580869
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Female,Inspired word,Don't know,Don't know,wick_a2cb088e5cfdb45f2fed1315c291e728e32766bc466e124449c049b5,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.08292424438065497,0.83,0.09255721666728231
35-54,No,Graduated from college,More enthusiastic,Don't know,Female,I don't know,Don't know,Can trust,wick_369b5492ffdf15b0086205696989336a6b7045fdae851b41d07c1d17,"Between $75,000 and $99,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.2700782706094866,0.83,1.417618098967367
35-54,No,Completed graduate school,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,wick_298e4d722911e594eea093adcdd3b7f32f5b32a9643fb3dd7026f2db,"Between $100,000 and $150,000","Fulton County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7936066997477765,0.83,0.8857967631273052
35-54,No,Completed graduate school,About the same,Agree,Male,Book of fables,Disagree,Can trust,wick_30e9fc675ba10246d1a2911eb149c3d53693f95386c5a217aee68357,"Over $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.6306866892185397,0.83,0.7039509974333787
55-64,Yes,Completed graduate school,More enthusiastic,Don't know,Female,I don't know,Don't know,Can trust,wick_352741db419620e26da8ec01daa92bacfdf526d3c67d30e67fb4ad83,"Between $50,000 and $74,999",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.14629268646307733,0.83,0.16328691300032677
65 or older,No,Less than high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_3f57bc575754d09f7c55daedb6d03d092046cadc0f9c64f327e5c17f,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,5.083203553255793,0.83,5.673698640929113
65 or older,Yes,Less than high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can trust,wick_711a95c6e10af1909ae28af1d013c0279950450cbfbf956ee59b3ea2,"Under $15,000",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.4197827230448403,0.83,1.5847131089201902
65 or older,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_895e4a171f993b7327d78db247825087121d0a3a16685600fed26657,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7592465375116796,0.83,0.8474451205580869
35-54,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Agree,Can trust,wick_92b4147cb928334cf5c0260c6c220908e042a1740f8918fb104c47e7,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.36215831457863623,0.83,0.4042287733903359
55-64,Yes,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_e6daf791ee58738a9a1e765b7860006e3f18d5f7cb2d752940efbf47,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.23706060856716898,0.83,0.26459897553854506
65 or older,No,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_cd7626cec8bc63e2c28007c6a63cb7b4df5c6d652c7088dc28e045a9,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.8118601544524544,0.83,0.9061706474435961
65 or older,No,Graduated from college,About the same,Don't know,Female,Inspired word,Don't know,Can't be too careful,wick_d2ea553ea2eba24a5dbda91f43410647b4161d707de0cff171ad99e5,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.03480531569818255,0.83,0.0388485076989302
55-64,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Don't know,Can trust,wick_6393e13689078b2f4edebfdda92c60f4339789c341ef7066e7f70a9c,"Between $75,000 and $99,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.1283873400667282,0.83,0.1433015753190799
18-34,No,Graduated from high school,More enthusiastic,Agree,Male,Word of God,Agree,Can trust,wick_612df5a8bd7759597103eb8ab786d435a6613cabf59a088fcc0b9cb8,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,10.583488121938533,0.83,11.812928902930045
35-54,Yes,Completed graduate school,More enthusiastic,Disagree,Female,Inspired word,Agree,Can't be too careful,wick_9a8b73b1d19465386235247bfaa3c19f80ef16ed0824fa45d34d4080,"Over $150,000","Fulton County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.4554054121772184,0.83,1.6244739410015971
65 or older,Yes,"Some college, no degree",About the same,Don't know,Male,Word of God,Agree,Can trust,wick_8ea2ec297fb668aed14b8e0df061b028ba36efe4315864f56a24dab3,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.44766576763484706,0.83,0.499669279581279
65 or older,Yes,Graduated from high school,Less enthusiastic,Disagree,Female,Word of God,Don't know,Can't be too careful,wick_cabf86e5a6ac7272922e6468bf985af5202b314f14d35561304e7c0d,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7592465375116796,0.83,0.8474451205580869
